Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Seniority_Days,ChildrenTotal,HasChildren,TotalSpend,TotalPurchases,TotalCampaignsAccepted,WebEngagement,R_Score,F_Score,M_Score,RFM_Score,RFM_Segmento,Education_Postgraduate,Education_Undergraduate,Marital_Status_Partner,Age_Grupo_Millennial (30–44),Age_Grupo_Gen X (45–59),Age_Grupo_Boomer (60–74),Age_Grupo_Silent (75+),Income_Faixa_Média-baixa,Income_Faixa_Média-alta,Income_Faixa_Alta,Valor_Cliente_Prata,Valor_Cliente_Ouro,Valor_Cliente_Platina
24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,36,4751,0,0,263,9,0,0.5,4,2,2,8,Leais,0,1,1,1,0,0,0,0,0,0,1,0,0
64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,41,4878,1,1,1445,21,0,0.5,2,3,4,9,Leais,1,0,1,1,0,0,0,0,1,0,0,0,1
50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,70,4577,1,1,46,5,0,0.2,3,1,1,5,Em risco,1,0,1,0,0,1,0,1,0,0,0,0,0
53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,73,4803,0,0,1210,28,0,1.6666666666666667,3,4,4,11,Campeões,0,0,0,0,0,1,0,0,1,0,0,0,1
65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,50,4413,1,1,945,24,0,1.6666666666666667,1,4,3,8,Leais,0,0,1,0,1,0,0,0,1,0,0,1,0
81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,37,4549,0,0,1157,22,0,3.0,1,4,4,9,Leais,0,0,0,1,0,0,0,0,0,1,0,0,1
34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,34,4577,0,0,137,8,0,0.2857142857142857,2,2,2,6,Potencial,0,0,1,1,0,0,0,0,0,0,1,0,0
61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,67,4764,1,1,730,25,0,1.0,3,4,3,10,Campeões,0,0,0,0,0,1,0,0,1,0,0,1,0
39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,45,4604,1,1,216,12,1,0.5714285714285714,1,2,2,5,Em risco,1,0,1,0,1,0,0,1,0,0,1,0,0
60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,47,4662,1,1,943,23,0,2.0,4,4,3,11,Campeões,0,0,0,0,1,0,0,0,1,0,0,1,0
48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,62,4456,2,1,347,16,1,0.8571428571428571,1,3,2,6,Potencial,0,0,1,0,0,1,0,1,0,0,1,0,0
89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,67,4308,0,0,1924,19,1,5.0,1,3,4,8,Leais,1,0,1,0,0,1,0,0,0,1,0,0,1
44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,80,4618,1,1,397,17,0,0.75,2,3,3,8,Leais,1,0,1,0,0,0,1,1,0,0,0,1,0
81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,51,4645,0,0,2089,22,0,2.5,3,4,4,11,Campeões,1,0,0,0,1,0,0,0,0,1,0,0,1
36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,65,4715,2,1,138,11,0,0.375,4,2,2,8,Leais,0,0,1,0,0,1,0,1,0,0,1,0,0
26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,36,4568,1,1,42,5,0,0.14285714285714285,1,1,1,3,Inativos,0,0,0,1,0,0,0,0,0,0,0,0,0
71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,67,4514,0,0,777,17,0,2.0,4,3,3,10,Campeões,0,0,1,0,0,1,0,0,0,1,0,1,0
80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,82,4324,0,0,1902,20,2,2.0,4,3,4,11,Campeões,1,0,1,0,0,0,1,0,0,1,0,0,1
30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,61,4357,2,1,52,7,0,0.2857142857142857,2,1,1,4,Em risco,0,0,0,0,0,1,0,0,0,0,0,0,0
73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,39,4324,0,0,1651,13,1,0.4,1,2,4,7,Potencial,1,0,0,1,0,0,0,0,0,1,0,0,1
42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,35,4521,0,0,358,13,0,1.0,3,2,2,7,Potencial,0,0,1,1,0,0,0,1,0,0,1,0,0
70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,73,4841,0,0,1727,16,2,0.3333333333333333,2,3,4,9,Leais,0,0,1,0,0,1,0,0,0,1,0,0,1
25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,39,4863,1,1,210,10,0,0.3333333333333333,3,2,2,7,Potencial,0,0,1,1,0,0,0,0,0,0,1,0,0
32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,40,4776,1,1,42,5,0,0.125,1,1,1,3,Inativos,0,0,1,1,0,0,0,0,0,0,0,0,0
77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,68,4418,0,0,1291,20,0,2.0,4,3,4,11,Campeões,1,0,1,0,0,1,0,0,0,1,0,0,1
50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,49,4225,0,0,442,15,0,1.3333333333333333,2,2,3,7,Potencial,1,0,1,0,1,0,0,1,0,0,0,1,0
61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,62,4890,0,0,1895,17,0,0.5,4,3,4,11,Campeões,0,0,0,0,0,1,0,0,1,0,0,0,1
49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,66,4442,2,1,411,19,0,0.6666666666666666,2,3,3,8,Leais,1,0,1,0,0,1,0,1,0,0,0,1,0
47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,51,4703,1,1,521,19,0,0.8,1,3,3,7,Potencial,0,1,0,0,1,0,0,1,0,0,0,1,0
72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,57,4488,1,1,1168,17,0,4.0,2,3,4,9,Leais,0,0,0,0,1,0,0,0,0,1,0,0,1
57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,49,4215,2,1,493,23,1,1.1428571428571428,2,4,3,9,Leais,1,0,1,0,1,0,0,0,1,0,0,1,0
65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,64,4635,2,1,260,12,0,0.75,2,2,2,6,Potencial,0,0,1,0,0,1,0,0,1,0,1,0,0
28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,44,4581,1,1,46,7,0,0.3333333333333333,2,1,1,4,Em risco,0,0,0,1,0,0,0,0,0,0,0,0,0
47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,75,4648,1,1,319,16,0,0.8571428571428571,2,3,2,7,Potencial,1,0,1,0,0,0,1,1,0,0,1,0,0
44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,59,4366,1,1,96,7,0,0.4,4,1,2,7,Potencial,0,0,1,0,1,0,0,1,0,0,1,0,0
76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,59,4338,0,0,1062,16,1,2.0,4,3,4,11,Campeões,0,0,0,0,1,0,0,0,0,1,0,0,1
57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,74,4529,1,1,232,12,0,1.0,2,2,2,6,Potencial,0,1,1,0,0,1,0,0,1,0,1,0,0
22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,45,4392,1,1,76,9,0,0.42857142857142855,2,2,2,6,Potencial,1,0,0,0,1,0,0,0,0,0,1,0,0
25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,49,4438,1,1,54,9,0,0.375,3,2,1,6,Potencial,0,1,1,0,1,0,0,0,0,0,0,0,0
43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,57,4896,1,1,201,11,0,0.5714285714285714,3,2,2,7,Potencial,0,0,0,0,1,0,0,1,0,0,1,0,0
42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,42,4782,1,1,406,14,0,0.6666666666666666,3,2,3,8,Leais,1,0,0,1,0,0,0,1,0,0,0,1,0
84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,44,4530,0,0,1919,20,2,2.3333333333333335,4,3,4,11,Campeões,1,0,1,1,0,0,0,0,0,1,0,0,1
54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,50,4594,1,1,662,20,0,1.3333333333333333,2,3,3,8,Leais,0,0,1,0,1,0,0,0,1,0,0,1,0
24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,36,4317,1,1,41,8,0,0.4,1,2,1,4,Em risco,0,1,1,1,0,0,0,0,0,0,0,0,0
85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,62,4377,0,0,1600,14,0,3.0,2,2,4,8,Leais,0,0,0,0,0,1,0,0,0,1,0,0,1
47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,46,4412,1,1,134,8,0,0.5,2,2,2,6,Potencial,0,0,1,0,1,0,0,1,0,0,1,0,0
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,58,4358,2,1,69,10,1,0.375,3,2,2,7,Potencial,0,0,1,0,1,0,0,0,0,0,0,0,0
27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,53,4296,2,1,21,6,0,0.16666666666666666,3,1,1,5,Em risco,1,0,1,0,1,0,0,0,0,0,0,0,0
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,63,4294,2,1,54,7,0,0.3333333333333333,1,1,1,3,Inativos,0,1,0,0,0,1,0,1,0,0,0,0,0
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,37,4286,1,1,91,8,1,0.42857142857142855,4,2,2,8,Leais,0,0,0,1,0,0,0,0,0,0,1,0,0
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,55,4346,1,1,526,18,0,1.0,2,3,3,8,Leais,1,0,0,0,1,0,0,0,1,0,0,1,0
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,63,4641,0,0,162,8,0,0.375,2,2,2,6,Potencial,0,0,1,0,0,1,0,0,0,0,1,0,0
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,77,4439,0,0,1008,25,0,3.0,4,4,3,11,Campeões,1,0,1,0,0,0,1,0,0,1,0,1,0
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,74,4859,2,1,240,16,0,0.5,2,3,2,7,Potencial,0,0,1,0,0,1,0,1,0,0,1,0,0
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,48,4689,1,1,795,21,0,1.2,2,3,3,8,Leais,1,0,0,0,1,0,0,0,1,0,0,1,0
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,44,4654,0,0,1772,19,1,2.5,3,3,4,10,Campeões,0,0,1,1,0,0,0,0,0,1,0,0,1
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,56,4534,0,0,64,8,0,0.4,3,2,1,6,Potencial,0,1,1,0,1,0,0,0,0,0,0,0,0
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,67,4607,1,1,1957,20,4,0.8333333333333334,2,3,4,9,Leais,0,0,1,0,0,1,0,0,0,1,0,0,1
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,48,4497,1,1,78,7,0,0.4,4,1,2,7,Potencial,0,0,1,0,1,0,0,0,0,0,1,0,0
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,46,4582,0,0,1572,19,0,3.0,1,3,4,8,Leais,0,0,0,0,1,0,0,0,0,1,0,0,1
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,55,4573,1,1,795,26,0,2.0,4,4,3,11,Campeões,1,0,1,0,1,0,0,0,0,1,0,1,0
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,56,4369,1,1,889,26,0,1.5,4,4,3,11,Campeões,0,1,1,0,1,0,0,0,1,0,0,1,0
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,63,4440,1,1,331,15,0,1.0,4,2,2,8,Leais,1,0,0,0,0,1,0,1,0,0,1,0,0
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,76,4226,1,1,265,12,0,0.75,3,2,2,7,Potencial,1,0,1,0,0,0,1,0,1,0,1,0,0
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,64,4775,1,1,1065,19,0,0.5,1,3,4,8,Leais,0,0,0,0,0,1,0,0,1,0,0,0,1
29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,75,4499,2,1,11,4,0,0.2,2,1,1,4,Em risco,1,0,1,0,0,0,1,0,0,0,0,0,0
47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,47,4563,1,1,21,4,0,0.16666666666666666,3,1,1,5,Em risco,0,0,0,0,1,0,0,1,0,0,0,0,0
38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,56,4773,2,1,17,4,0,0.14285714285714285,4,1,1,6,Potencial,0,0,1,0,1,0,0,1,0,0,0,0,0
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,52,4859,1,1,369,16,0,0.8333333333333334,3,3,2,8,Leais,0,0,1,0,1,0,0,1,0,0,1,0,0
38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,58,4357,2,1,38,6,0,0.14285714285714285,2,1,1,4,Em risco,1,0,1,0,1,0,0,1,0,0,0,0,0
38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,48,4493,1,1,177,11,0,0.5,3,2,2,7,Potencial,0,1,0,0,1,0,0,1,0,0,1,0,0
64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,56,4536,1,1,279,12,0,1.0,3,2,2,7,Potencial,1,0,1,0,1,0,0,0,1,0,1,0,0
36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,45,4474,1,1,62,7,0,0.25,2,1,1,4,Em risco,1,0,1,0,1,0,0,1,0,0,0,0,0
61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,49,4718,1,1,1230,21,3,1.2,3,3,4,10,Campeões,1,0,1,0,1,0,0,0,1,0,0,0,1
51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,58,4293,2,1,182,11,0,0.5714285714285714,4,2,2,8,Leais,0,0,1,0,1,0,0,1,0,0,1,0,0
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,56,4514,2,1,49,10,0,0.375,3,2,1,6,Potencial,0,0,1,0,1,0,0,0,0,0,0,0,0
47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,60,4490,2,1,75,8,0,0.4,3,2,2,7,Potencial,1,0,1,0,0,1,0,1,0,0,1,0,0
54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,70,4559,2,1,227,16,0,0.5714285714285714,1,3,2,6,Potencial,1,0,1,0,0,1,0,0,1,0,1,0,0
45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,52,4800,2,1,215,15,1,0.5,2,2,2,6,Potencial,1,0,1,0,1,0,0,1,0,0,1,0,0
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,75,4672,1,1,444,20,0,0.875,2,3,3,8,Leais,0,0,1,0,0,0,1,1,0,0,0,1,0
47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,59,4456,2,1,47,5,0,0.125,2,1,1,4,Em risco,0,1,1,0,1,0,0,1,0,0,0,0,0
27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,75,4644,0,0,143,7,0,0.2857142857142857,2,1,2,5,Em risco,1,0,1,0,0,0,1,0,0,0,1,0,0
39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,43,4291,1,1,55,7,0,0.3333333333333333,2,1,1,4,Em risco,0,0,1,1,0,0,0,1,0,0,0,0,0
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,55,4276,2,1,63,11,0,0.5,4,2,1,7,Potencial,0,1,1,0,1,0,0,0,0,0,0,0,0
79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,71,4848,0,0,1867,22,3,1.6666666666666667,2,4,4,10,Campeões,0,0,0,0,0,1,0,0,0,1,0,0,1
61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,65,4492,1,1,611,20,0,2.0,2,3,3,8,Leais,1,0,1,0,0,1,0,0,1,0,0,1,0
53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,71,4247,1,1,473,18,1,1.0,4,3,3,10,Campeões,0,0,1,0,0,1,0,0,1,0,0,1,0
24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,67,4517,0,0,55,6,0,0.25,1,1,1,3,Inativos,0,0,1,0,0,1,0,0,0,0,0,0,0
39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,42,4829,1,1,81,7,0,0.2857142857142857,3,1,2,6,Potencial,1,0,0,1,0,0,0,1,0,0,1,0,0
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,51,4768,0,0,2086,21,2,2.5,3,3,4,10,Campeões,1,0,1,0,1,0,0,0,0,1,0,0,1
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,61,4435,0,0,1478,20,0,3.0,1,3,4,8,Leais,1,0,0,0,0,1,0,0,0,1,0,0,1
33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,49,4354,1,1,49,5,0,0.25,4,1,1,6,Potencial,0,0,1,0,1,0,0,0,0,0,0,0,0
59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,54,4495,0,0,382,15,0,3.0,3,2,2,7,Potencial,1,0,1,0,1,0,0,0,1,0,1,0,0
17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,51,4487,1,1,69,9,0,0.42857142857142855,4,2,2,8,Leais,1,0,1,0,1,0,0,0,0,0,0,0,0
23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,57,4815,1,1,67,6,0,0.2857142857142857,1,1,1,3,Inativos,0,0,0,0,1,0,0,0,0,0,0,0,0
42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,57,4457,2,1,30,6,0,0.125,4,1,1,6,Potencial,1,0,1,0,1,0,0,1,0,0,0,0,0
26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,48,4594,1,1,63,9,0,0.3333333333333333,3,2,1,6,Potencial,0,1,1,0,1,0,0,0,0,0,0,0,0
31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,45,4885,1,1,79,10,0,0.375,2,2,2,6,Potencial,0,0,1,0,1,0,0,0,0,0,1,0,0
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,65,4697,1,1,42,5,0,0.14285714285714285,3,1,1,5,Em risco,0,0,0,0,0,1,0,0,0,0,0,0,0
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,66,4871,1,1,819,23,0,1.0,1,4,3,8,Leais,0,0,1,0,0,1,0,0,1,0,0,1,0
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,71,4489,0,0,1151,17,0,3.0,1,3,4,8,Leais,0,0,0,0,0,1,0,0,0,1,0,0,1
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,78,4771,2,1,594,20,0,1.0,2,3,3,8,Leais,1,0,1,0,0,0,1,0,1,0,0,1,0
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,60,4723,2,1,129,11,0,0.42857142857142855,1,2,2,5,Em risco,1,0,1,0,0,1,0,1,0,0,1,0,0
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,40,4751,1,1,213,12,0,0.5,4,2,2,8,Leais,1,0,0,1,0,0,0,0,0,0,1,0,0
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,53,4342,1,1,67,7,0,0.2,1,1,1,3,Inativos,0,0,0,0,1,0,0,1,0,0,0,0,0
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,70,4679,3,1,28,5,0,0.14285714285714285,2,1,1,4,Em risco,0,0,0,0,0,1,0,0,0,0,0,0,0
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,51,4815,1,1,45,6,0,0.14285714285714285,4,1,1,6,Potencial,0,1,1,0,1,0,0,0,0,0,0,0,0
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,61,4257,0,0,1193,18,1,2.0,1,3,4,8,Leais,0,0,1,0,0,1,0,0,0,1,0,0,1
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,57,4518,0,0,268,12,0,0.5,2,2,2,6,Potencial,1,0,0,0,1,0,0,0,0,0,1,0,0
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,82,4550,0,0,266,12,0,1.0,1,2,2,5,Em risco,1,0,0,0,0,0,1,1,0,0,1,0,0
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,53,4769,1,1,37,5,0,0.125,3,1,1,5,Em risco,0,1,1,0,1,0,0,0,0,0,0,0,0
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,59,4448,3,1,37,7,0,0.2857142857142857,3,1,1,5,Em risco,0,0,1,0,1,0,0,0,0,0,0,0,0
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,57,4801,0,0,882,25,0,1.2,2,4,3,9,Leais,1,0,0,0,1,0,0,1,0,0,0,1,0
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,52,4542,2,1,373,18,0,0.8571428571428571,1,3,2,6,Potencial,0,0,1,0,1,0,0,1,0,0,1,0,0
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,61,4623,3,1,35,6,0,0.125,1,1,1,3,Inativos,1,0,0,0,0,1,0,1,0,0,0,0,0
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,48,4672,2,1,42,5,0,0.25,3,1,1,5,Em risco,0,0,0,0,1,0,0,0,1,0,0,0,0
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,66,4885,1,1,326,17,0,0.5,4,3,2,9,Leais,1,0,1,0,0,1,0,0,0,0,1,0,0
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,65,4557,1,1,404,17,0,1.0,4,3,3,10,Campeões,1,0,1,0,0,1,0,0,1,0,0,1,0
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,55,4554,0,0,95,6,0,0.2857142857142857,1,1,2,4,Em risco,0,0,0,0,1,0,0,0,0,0,1,0,0
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,77,4315,0,0,939,14,2,4.0,2,2,3,7,Potencial,0,0,0,0,0,0,1,0,0,1,0,1,0
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,48,4387,1,1,33,5,0,0.14285714285714285,2,1,1,4,Em risco,0,1,0,0,1,0,0,1,0,0,0,0,0
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,71,4595,0,0,981,21,1,2.0,2,3,3,8,Leais,0,1,1,0,0,1,0,0,0,1,0,1,0
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,50,4729,1,1,36,7,0,0.3333333333333333,1,1,1,3,Inativos,0,0,1,0,1,0,0,0,0,0,0,0,0
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,51,4595,1,1,1237,20,0,2.6666666666666665,2,3,4,9,Leais,0,0,0,0,1,0,0,0,0,1,0,0,1
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,66,4850,1,1,1825,34,0,1.5714285714285714,3,4,4,11,Campeões,0,0,1,0,0,1,0,0,0,1,0,0,1
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,49,4865,2,1,103,9,0,0.3333333333333333,1,2,2,5,Em risco,1,0,0,0,1,0,0,0,0,0,1,0,0
